-0.875,-0.343,89.65452002789753
-0.875,-0.343,89.6541213732448
-0.875,-0.343,89.65811373824222
-0.875,-0.343,89.65668987493632
-0.875,-0.342,89.66019092668901
-0.875,-0.342,89.66154337789632
-0.875,-0.343,89.65804424813793
-0.875,-0.343,89.65589020434777
-0.875,-0.343,89.65408126584755
-0.875,-0.343,89.65459725346565
-0.875,-0.343,89.65810698335025
-0.875,-0.343,89.64639406382554
-0.875,-0.343,89.63361496919711
-0.875,-0.343,89.62862633166054
-0.875,-0.343,89.62223729159285
-0.875,-0.343,89.62001252206065
-0.875,-0.343,89.62065065942271
-0.881,-0.343,89.61407402397933
-0.878,-0.344,89.60623349092353
-0.874,-0.344,89.60390683829
-0.869,-0.345,89.60469763927466
-0.862,-0.345,89.60416828703468
-0.853,-0.346,89.6016275686733
-0.842,-0.346,89.6028306602549
-0.829,-0.347,89.60312557302328
-0.813,-0.348,89.6059316732442
-0.793,-0.348,89.61306655883644
-0.77,-0.349,89.63137305678997
-0.743,-0.349,89.66553823000896
-0.712,-0.349,89.72074817757674
-0.677,-0.349,89.79352709179598
-0.637,-0.349,89.87114161778933
-0.593,-0.349,89.95155567587791
-0.543,-0.349,90.06687829983856
-0.489,-0.348,90.22025104880102
-0.429,-0.347,90.39683114641666
-0.365,-0.346,90.57534225793718
-0.295,-0.346,90.77992913206721
-0.219,-0.346,91.0084893933213
-0.138,-0.346,91.24183919778613
-0.052,-0.346,91.49286096241435
0.038,-0.347,91.76369157956627
0.132,-0.348,92.04136237953001
0.231,-0.35,92.3196999819177
0.335,-0.353,92.60340966484071
0.443,-0.356,92.90739465411983
0.556,-0.36,93.22205101736027
0.673,-0.366,93.53967271800829
0.795,-0.373,93.88643633418683
0.92,-0.381,94.23389425686689
1.046,-0.39,94.57834880810019
1.174,-0.4,94.96154929239266
1.302,-0.411,95.31709870520943
1.431,-0.423,95.66773983282478
1.562,-0.435,96.04458441815135
1.693,-0.449,96.42336964701184
1.824,-0.463,96.78236693619613
1.955,-0.477,97.15258839215511
2.086,-0.491,97.54388682213315
2.217,-0.507,97.89446872278916
2.349,-0.523,98.25517429276967
2.48,-0.539,98.64580844792943
2.612,-0.557,99.02816317992907
2.744,-0.576,99.36831198379483
2.877,-0.596,99.75156634851889
3.009,-0.616,100.156131490335
3.142,-0.638,100.5216854532494
3.275,-0.66,100.89061072708375
3.408,-0.683,101.29391758956791
3.542,-0.707,101.67944409252216
3.676,-0.733,102.05686303200547
3.81,-0.758,102.45852578874418
3.945,-0.785,102.85398019261541
4.079,-0.814,103.23243998377414
4.214,-0.843,103.62829284880992
4.35,-0.873,104.03296925704231
4.486,-0.904,104.4131028486677
4.623,-0.937,104.79733857289116
4.759,-0.97,105.22961366510285
4.896,-1.004,105.63884748698202
5.033,-1.039,106.01635838183915
5.171,-1.074,106.43132781138735
5.309,-1.111,106.87643838698779
5.447,-1.15,107.27026694585413
5.585,-1.191,107.65524709741327
5.724,-1.231,108.08199981166605
5.863,-1.272,108.51024280112975
6.002,-1.316,108.89409042754004
6.142,-1.361,109.28904712367166
6.282,-1.406,109.73239606465097
6.422,-1.453,110.15635344830515
6.562,-1.501,110.57914544933682
6.702,-1.55,110.9801769386149
6.842,-1.6,111.36733654517619
6.983,-1.651,111.77811383558995
7.123,-1.704,112.17199732852056
7.263,-1.759,112.54474784619259
7.405,-1.814,112.9480422736647
7.547,-1.87,113.34424574800045
7.69,-1.927,113.697842056984
7.832,-1.986,114.04418555982518
7.975,-2.047,114.40793071694902
8.118,-2.108,114.74419939396098
8.262,-2.171,115.06406434708684
8.405,-2.235,115.36841694511253
8.549,-2.3,115.67945790536835
8.694,-2.366,115.99835855376743
8.837,-2.434,116.27504146842294
8.98,-2.502,116.5296627577796
9.123,-2.571,116.82162391480878
9.267,-2.641,117.09797232958496
9.41,-2.712,117.32217669741392
9.554,-2.783,117.57968476223635
9.697,-2.856,117.83222413329615
9.839,-2.93,118.02117197729979
9.981,-3.004,118.19503883310543
10.123,-3.078,118.3827646770674
10.263,-3.152,118.5706594979317
10.4,-3.227,118.74162647910428
10.536,-3.302,118.89304048818268
10.669,-3.375,119.05065185471243
10.801,-3.448,119.20056057802502
10.931,-3.521,119.31432283765075
11.059,-3.593,119.42700792188641
11.185,-3.664,119.55478896326635
11.308,-3.736,119.66225812743839
11.431,-3.806,119.77096656056003
11.551,-3.876,119.8833455020779
11.67,-3.945,119.99789004745537
11.788,-4.014,120.11368996803847
11.904,-4.083,120.23299504434844
12.02,-4.153,120.34127302843362
12.136,-4.222,120.4615937503822
12.252,-4.29,120.59829326507757
12.367,-4.36,120.69649353271433
12.483,-4.43,120.78333926085969
12.598,-4.5,120.91371361264217
12.714,-4.571,121.03899445698526
12.83,-4.643,121.12681616883573
12.946,-4.715,121.23819308203144
13.064,-4.788,121.3573661819098
13.181,-4.861,121.45256613489455
13.3,-4.935,121.57371000859486
13.419,-5.01,121.70605067191683
13.538,-5.087,121.80707893207627
13.659,-5.164,121.92715475571775
13.78,-5.24,122.07736853643763
13.903,-5.318,122.19317580940552
14.025,-5.397,122.30106365856774
14.149,-5.477,122.44585242370019
14.273,-5.557,122.57375347894346
14.397,-5.639,122.65266287265362
14.522,-5.72,122.7683096853474
14.647,-5.802,122.89299860102145
14.772,-5.885,122.99399855403045
14.897,-5.968,123.10962669357646
15.022,-6.052,123.24002726747692
15.146,-6.136,123.33479838891621
15.271,-6.219,123.4527372794677
15.395,-6.302,123.57634567253518
15.519,-6.386,123.65087667901882
15.642,-6.47,123.72704000934087
15.765,-6.554,123.8146127474576
15.888,-6.639,123.88082126944298
16.011,-6.724,123.92865477939452
16.133,-6.81,123.94726637293591
